Code,NCS,Occupation,Slug
L001,NA,Accent Trainer,/career/accent-trainer/
L001,NA,एक्सेंट ट्रेनर (Accent Trainer),/hi/career/%e0%a4%8f%e0%a4%95%e0%a5%8d%e0%a4%b8%e0%a5%87%e0%a4%82%e0%a4%9f-%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a5%87%e0%a4%a8%e0%a4%b0-accent-trainer/
L002,NA,Foreign Language Teacher,/career/foreign-language-teacher/
L002,NA,विदेशी भाषा शिक्षक,/hi/career/%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a5%87%e0%a4%b6%e0%a5%80-%e0%a4%ad%e0%a4%be%e0%a4%b7%e0%a4%be-%e0%a4%b6%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%95/
L003,NA,Linguist,/career/linguist/
L003,NA,भाषाविद्,/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b7%e0%a4%be%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a5%8d/
L004,2643.0401,Translator,/career/translator/
L004,2643.0401,अनुवादक,/hi/career/%e0%a4%85%e0%a4%a8%e0%a5%81%e0%a4%b5%e0%a4%be%e0%a4%a6%e0%a4%95/
L005,2643.01,Lexicographer,/career/lexicographer/
L005,2643.01,कोशकार,/hi/career/%e0%a4%95%e0%a5%8b%e0%a4%b6%e0%a4%95%e0%a4%be%e0%a4%b0/
L006,NA,Interpreter,/career/interpreter/
L006,NA,दुभाषिया,/hi/career/%e0%a4%a6%e0%a5%81%e0%a4%ad%e0%a4%be%e0%a4%b7%e0%a4%bf%e0%a4%af%e0%a4%be/
L007,2655.0301,Dubbing Artist or Voice Actor,/career/dubbing-artist-or-voice-actor/
L007,2655.0301,डबिंग आर्टिस्ट या वॉयस एक्टर,/hi/career/%e0%a4%a1%e0%a4%ac%e0%a4%bf%e0%a4%82%e0%a4%97-%e0%a4%86%e0%a4%b0%e0%a5%8d%e0%a4%9f%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f-%e0%a4%af%e0%a4%be-%e0%a4%b5%e0%a5%89%e0%a4%af%e0%a4%b8-%e0%a4%8f%e0%a4%95/
L008,NA,English Literature Scholar,/career/english-literature-scholar/
L008,NA,अंग्रेजी साहित्य के विद्वान,/hi/career/%e0%a4%85%e0%a4%82%e0%a4%97%e0%a5%8d%e0%a4%b0%e0%a5%87%e0%a4%9c%e0%a5%80-%e0%a4%b8%e0%a4%be%e0%a4%b9%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%af-%e0%a4%95%e0%a5%87-%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a5%8d/
LG001,NA,Logistics Analyst,/career/logistics-analyst/
LG001,NA,रसद विश्लेषक,/hi/career/%e0%a4%b0%e0%a4%b8%e0%a4%a6-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%8d%e0%a4%b2%e0%a5%87%e0%a4%b7%e0%a4%95/
LG002,1324.05,Transportation Manager,/career/transportation-manager/
LG002,1324.05,परिवहन प्रबंधक,/hi/career/%e0%a4%aa%e0%a4%b0%e0%a4%bf%e0%a4%b5%e0%a4%b9%e0%a4%a8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95/
LG003,1324.12,Logistics Manager,/career/logistics-manager/
LG003,1324.12,रसद प्रबंधक (Logistics Manager),/hi/career/%e0%a4%b0%e0%a4%b8%e0%a4%a6-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-logistics-manager/
LG004,NA,Supply chain manager,/career/supply-chain-manager/
LG004,NA,आपूर्ति श्रृंखला प्रबंधक,/hi/career/%e0%a4%86%e0%a4%aa%e0%a5%82%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a4%bf-%e0%a4%b6%e0%a5%8d%e0%a4%b0%e0%a5%83%e0%a4%82%e0%a4%96%e0%a4%b2%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95/
LG005,4321.02,Distribution Manager,/career/distribution-manager/
LG005,4321.02,वितरण प्रबंधक,/hi/career/%e0%a4%b5%e0%a4%bf%e0%a4%a4%e0%a4%b0%e0%a4%a3-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95/
LG006,NA,Purchasing and Materials Manager,/career/purchasing-and-materials-manager/
LG006,NA,क्रय और सामग्री प्रबंधक,/hi/career/%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a4%af-%e0%a4%94%e0%a4%b0-%e0%a4%b8%e0%a4%be%e0%a4%ae%e0%a4%97%e0%a5%8d%e0%a4%b0%e0%a5%80-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95/
LG007,4321.0102,Inventory Manager,/career/inventory-manager/
LG007,4321.0102,इन्वेंटरी प्रबंधक,/hi/career/%e0%a4%87%e0%a4%a8%e0%a5%8d%e0%a4%b5%e0%a5%87%e0%a4%82%e0%a4%9f%e0%a4%b0%e0%a5%80-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95/
LG008,NA,Port Operations Manager,/career/port-operations-manager/
LG008,NA,पोर्ट ऑपरेशंस मैनेजर,/hi/career/%e0%a4%aa%e0%a5%8b%e0%a4%b0%e0%a5%8d%e0%a4%9f-%e0%a4%91%e0%a4%aa%e0%a4%b0%e0%a5%87%e0%a4%b6%e0%a4%82%e0%a4%b8-%e0%a4%ae%e0%a5%88%e0%a4%a8%e0%a5%87%e0%a4%9c%e0%a4%b0/
LG01,2611.09,Lawyer/Law Officer/Advocate,/career/lawyer-law-officer-advocate/
LG01,2611.09,वकील / विधि अधिकारी / अधिवक्ता,/hi/career/%e0%a4%b5%e0%a4%95%e0%a5%80%e0%a4%b2-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%b5%e0%a4%95%e0%a5%8d%e0%a4%a4%e0%a4%be/
LG02,NA,Public Policy Advisor,/career/public-policy-advisor/
LG02,NA,सार्वजनिक नीति सलाहकार,/hi/career/%e0%a4%b8%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a4%9c%e0%a4%a8%e0%a4%bf%e0%a4%95-%e0%a4%a8%e0%a5%80%e0%a4%a4%e0%a4%bf-%e0%a4%b8%e0%a4%b2%e0%a4%be%e0%a4%b9%e0%a4%95%e0%a4%be%e0%a4%b0/
LG03,NA,Corporate Legal Advisor/Compliance Officer,/career/corporate-legal-advisor-compliance-officer/
LG03,NA,कॉर्पोरेट कानूनी सलाहकार/अनुपालन अधिकारी,/hi/career/%e0%a4%95%e0%a5%89%e0%a4%b0%e0%a5%8d%e0%a4%aa%e0%a5%8b%e0%a4%b0%e0%a5%87%e0%a4%9f-%e0%a4%95%e0%a4%be%e0%a4%a8%e0%a5%82%e0%a4%a8%e0%a5%80-%e0%a4%b8%e0%a4%b2%e0%a4%be%e0%a4%b9%e0%a4%95%e0%a4%be%e0%a4%b0/
LG04,2612.02,Judge,/career/judge/
LG04,2612.02,न्यायाधीश,/hi/career/%e0%a4%a8%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%af%e0%a4%be%e0%a4%a7%e0%a5%80%e0%a4%b6/
LG05,NA,Medico Legal Advisor,/career/medico-legal-advisor/
LG05,NA,मेडिको लीगल सलाहकार,/hi/career/%e0%a4%ae%e0%a5%87%e0%a4%a1%e0%a4%bf%e0%a4%95%e0%a5%8b-%e0%a4%b2%e0%a5%80%e0%a4%97%e0%a4%b2-%e0%a4%b8%e0%a4%b2%e0%a4%be%e0%a4%b9%e0%a4%95%e0%a4%be%e0%a4%b0/
LG06,NA,Human Rights Lawyer,/career/human-rights-lawyer/
LG08,NA,मध्यस्थता,/hi/career/arbitrator-%e0%a4%ae%e0%a4%a7%e0%a5%8d%e0%a4%af%e0%a4%b8%e0%a5%8d%e0%a4%a5%e0%a4%a4%e0%a4%be/
LG06,NA,मानवाधिकार वकील,/hi/career/%e0%a4%ae%e0%a4%be%e0%a4%a8%e0%a4%b5%e0%a4%be%e0%a4%a7%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%b5%e0%a4%95%e0%a5%80%e0%a4%b2/
LG07,NA,Patent Lawyer,/career/patent-lawyer/
LG07,NA,पेटेंट वकील,/hi/career/%e0%a4%aa%e0%a5%87%e0%a4%9f%e0%a5%87%e0%a4%82%e0%a4%9f-%e0%a4%b5%e0%a4%95%e0%a5%80%e0%a4%b2/
LG08,NA,Arbitrator,/career/arbitrator/
MC001,NA,Anchor,/career/anchor/
MC001,NA,ऐंकर (Anchor),/hi/career/%e0%a4%90%e0%a4%82%e0%a4%95%e0%a4%b0-anchor/
MC002,2166.0111,Art Director,/career/art-director/
MC002,2166.0111,कला निर्देशक (Art Director),/hi/career/%e0%a4%95%e0%a4%b2%e0%a4%be-%e0%a4%a8%e0%a4%bf%e0%a4%b0%e0%a5%8d%e0%a4%a6%e0%a5%87%e0%a4%b6%e0%a4%95-art-director/
MC003,3339.02,Brand Manager,/career/brand-manager/
MC003,3339.02,ब्रांड मैनेजर (Brand Manager),/hi/career/%e0%a4%ac%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%82%e0%a4%a1-%e0%a4%ae%e0%a5%88%e0%a4%a8%e0%a5%87%e0%a4%9c%e0%a4%b0-brand-manager/
MC004,2651.06,Cartoonist,/career/cartoonist/
MC004,2651.06,कार्टूनिस्ट (Cartoonist),/hi/career/%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%9f%e0%a5%82%e0%a4%a8%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f-cartoonist/
MC005,3521.01,Cinematographer,/career/cinematographer/
MC005,3521.01,छायाकार (सिनेमैटोग्राफर) (Cinematographer),/hi/career/%e0%a4%9b%e0%a4%be%e0%a4%af%e0%a4%be%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%b8%e0%a4%bf%e0%a4%a8%e0%a5%87%e0%a4%ae%e0%a5%88%e0%a4%9f%e0%a5%8b%e0%a4%97%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%ab%e0%a4%b0-cinema/
MC006,NA,Commissioning Editor,/career/commissioning-editor/
MC006,NA,कमीशनिंग एडिटर (Commissioning Editor),/hi/career/%e0%a4%95%e0%a4%ae%e0%a5%80%e0%a4%b6%e0%a4%a8%e0%a4%bf%e0%a4%82%e0%a4%97-%e0%a4%8f%e0%a4%a1%e0%a4%bf%e0%a4%9f%e0%a4%b0-commissioning-editor/
MC007,NA,Copy Editor,/career/copy-editor/
MC007,NA,कॉपी एडिटर (Copy Editor),/hi/career/%e0%a4%95%e0%a5%89%e0%a4%aa%e0%a5%80-%e0%a4%8f%e0%a4%a1%e0%a4%bf%e0%a4%9f%e0%a4%b0-copy-editor/
MC008,2432.0201,Digital Marketing Expert,/career/digital-marketing-expert/
MC008,2432.0201,डिजिटल मार्केटिंग विशेषज्ञ (Digital Marketing Expert),/hi/career/%e0%a4%a1%e0%a4%bf%e0%a4%9c%e0%a4%bf%e0%a4%9f%e0%a4%b2-%e0%a4%ae%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%95%e0%a5%87%e0%a4%9f%e0%a4%bf%e0%a4%82%e0%a4%97-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c/
MC009,2654.01,Director,/career/director/
MC009,2654.01,निर्देशक (Director),/hi/career/%e0%a4%a8%e0%a4%bf%e0%a4%b0%e0%a5%8d%e0%a4%a6%e0%a5%87%e0%a4%b6%e0%a4%95-director/
MC010,3521.0501,Editor,/career/editor/
MC010,3521.0501,संपादक (Editor),/hi/career/%e0%a4%b8%e0%a4%82%e0%a4%aa%e0%a4%be%e0%a4%a6%e0%a4%95-editor/
MC011,NA,Editorial Assistant,/career/editorial-assistant/
MC011,NA,संपादकीय सहायक (Editorial Assistant),/hi/career/%e0%a4%b8%e0%a4%82%e0%a4%aa%e0%a4%be%e0%a4%a6%e0%a4%95%e0%a5%80%e0%a4%af-%e0%a4%b8%e0%a4%b9%e0%a4%be%e0%a4%af%e0%a4%95-editorial-assistant/
MC012,1439.0101,Event Manager,/career/event-manager/
MC012,1439.0101,कार्यक्रम प्रबंधक (इवेंट मैनेजर) (Event Manager),/hi/career/%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%af%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a4%ae-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%87%e0%a4%b5%e0%a5%87%e0%a4%82%e0%a4%9f/
MC013,NA,Illustrator,/career/illustrator/
MC013,NA,इलस्ट्रेटर (Illustrator),/hi/career/%e0%a4%87%e0%a4%b2%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a5%87%e0%a4%9f%e0%a4%b0-illustrator/
MC014,NA,Literary Agent,/career/literary-agent/
MC014,NA,साहित्यिक एजेंट (Literary Agent),/hi/career/%e0%a4%b8%e0%a4%be%e0%a4%b9%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%af%e0%a4%bf%e0%a4%95-%e0%a4%8f%e0%a4%9c%e0%a5%87%e0%a4%82%e0%a4%9f-literary-agent/
MC015,NA,Media Planner,/career/media-planner/
MC015,NA,मीडिया प्लानर (Media Planner),/hi/career/%e0%a4%ae%e0%a5%80%e0%a4%a1%e0%a4%bf%e0%a4%af%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b2%e0%a4%be%e0%a4%a8%e0%a4%b0-media-planner/
MC016,1222.0102,Online Advertising Manager,/career/online-advertising-manager/
MC016,1222.0102,ऑनलाइन विज्ञापन प्रबंधक (Online Advertising Manager),/hi/career/%e0%a4%91%e0%a4%a8%e0%a4%b2%e0%a4%be%e0%a4%87%e0%a4%a8-%e0%a4%b5%e0%a4%bf%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%aa%e0%a4%a8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-online/
MC017,NA,Photojournalist,/career/photojournalist/
MC018,2654.07,Producer,/career/producer/
MC018,2654.07,निर्माता (Producer),/hi/career/%e0%a4%a8%e0%a4%bf%e0%a4%b0%e0%a5%8d%e0%a4%ae%e0%a4%be%e0%a4%a4%e0%a4%be-producer/
MC019,2654.08,Production Manager,/career/production-manager/
MC019,2654.08,उत्पादन प्रबंधक (प्रोडक्शन मैनेजर) (Production Manager),/hi/career/%e0%a4%89%e0%a4%a4%e0%a5%8d%e0%a4%aa%e0%a4%be%e0%a4%a6%e0%a4%a8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8b%e0%a4%a1%e0%a4%95%e0%a5%8d/
MC020,2432.02,Public Relations Officer (PRO),/career/public-relations-officer-pro/
MC020,2432.02,जनसंपर्क अधिकारी (पी.आर.ओ.) Public Relations Officer (PRO),/hi/career/%e0%a4%9c%e0%a4%a8%e0%a4%b8%e0%a4%82%e0%a4%aa%e0%a4%b0%e0%a5%8d%e0%a4%95-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%80-%e0%a4%aa%e0%a5%80-%e0%a4%86%e0%a4%b0-%e0%a4%93-public-rela/
MC021,3521.02,Cameraperson,/career/cameraperson/
MC021,3521.02,कैमरापर्सन (Cameraperson),/hi/career/%e0%a4%95%e0%a5%88%e0%a4%ae%e0%a4%b0%e0%a4%be%e0%a4%aa%e0%a4%b0%e0%a5%8d%e0%a4%b8%e0%a4%a8-cameraperson/
MC022,NA,Publicist,/career/publicist/
MC022,NA,प्रचारक (Publicist),/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%9a%e0%a4%be%e0%a4%b0%e0%a4%95-publicist/
MC023,NA,Publisher,/career/publisher/
MC023,NA,प्रकाशक (Publisher),/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%95%e0%a4%be%e0%a4%b6%e0%a4%95-publisher/
MC024,2642.05,Radio Jockey,/career/radio-jockey/
MC024,2642.05,रेडियो जॉकी (Radio Jockey),/hi/career/%e0%a4%b0%e0%a5%87%e0%a4%a1%e0%a4%bf%e0%a4%af%e0%a5%8b-%e0%a4%9c%e0%a5%89%e0%a4%95%e0%a5%80-radio-jockey/
MC025,2641.0601,Screenwriter,/career/screenwriter/
MC025,2641.0601,पटकथा लेखक (Screenwriter),/hi/career/%e0%a4%aa%e0%a4%9f%e0%a4%95%e0%a4%a5%e0%a4%be-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%95-screenwriter/
MC026,3322.1702,Social Media Manager,/career/social-media-manager/
MC026,3322.1702,सोशल मीडिया प्रबंधक (Social Media Manager),/hi/career/%e0%a4%b8%e0%a5%8b%e0%a4%b6%e0%a4%b2-%e0%a4%ae%e0%a5%80%e0%a4%a1%e0%a4%bf%e0%a4%af%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-social-media-manager/
MC027,3521.0401,Sound Recordist,/career/sound-recordist/
MC027,3521.0401,साउंड रिकॉर्डिस्ट (Sound Recordist),/hi/career/%e0%a4%b8%e0%a4%be%e0%a4%89%e0%a4%82%e0%a4%a1-%e0%a4%b0%e0%a4%bf%e0%a4%95%e0%a5%89%e0%a4%b0%e0%a5%8d%e0%a4%a1%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f-sound-recordist/
MC028,NA,Talent Manager,/career/talent-manager/
MC028,NA,प्रतिभा प्रबंधक( टैलेंट मैनेजर) (Talent Manager),/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a4%e0%a4%bf%e0%a4%ad%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%9f%e0%a5%88%e0%a4%b2%e0%a5%87%e0%a4%82%e0%a4%9f-%e0%a4%ae/
MC029,2641.0903,Technical Writer,/career/technical-writer/
MC029,2641.0903,तकनीकी लेखक (Technical Writer),/hi/career/%e0%a4%a4%e0%a4%95%e0%a4%a8%e0%a5%80%e0%a4%95%e0%a5%80-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%95-technical-writer/
MC030,2642.03,Journalist,/career/journalist/
MC030,2642.03,पत्रकार (Journalist),/hi/career/%e0%a4%aa%e0%a4%a4%e0%a5%8d%e0%a4%b0%e0%a4%95%e0%a4%be%e0%a4%b0-journalist/
MC031,2431.07,Content Writer,/career/content-writer/
MC031,2431.07,कंटेंट लेखक (Content Writer),/hi/career/%e0%a4%95%e0%a4%82%e0%a4%9f%e0%a5%87%e0%a4%82%e0%a4%9f-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%95-content-writer/
MC032,NA,Blogger,/career/blogger/
MC032,NA,ब्लॉगर (Blogger),/hi/career/%e0%a4%ac%e0%a5%8d%e0%a4%b2%e0%a5%89%e0%a4%97%e0%a4%b0-blogger/
MC033,NA,Copywriter,/career/copywriter/
MC033,NA,कॉपीराइटर (Copywriter),/hi/career/%e0%a4%95%e0%a5%89%e0%a4%aa%e0%a5%80%e0%a4%b0%e0%a4%be%e0%a4%87%e0%a4%9f%e0%a4%b0-copywriter/
MC034,2431.07,Creative Writer,/career/creative-writer/
MC034,2431.07,रचनात्मक लेखक (Creative Writer),/hi/career/%e0%a4%b0%e0%a4%9a%e0%a4%a8%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%ae%e0%a4%95-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%95-creative-writer/
MC035,2641.0601,Scriptwriter,/career/scriptwriter/
MC035,2641.0601,पटकथा लेखक (स्क्रिप्ट राइटर) (Scriptwriter),/hi/career/%e0%a4%aa%e0%a4%9f%e0%a4%95%e0%a4%a5%e0%a4%be-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%95-%e0%a4%b8%e0%a5%8d%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a4%bf%e0%a4%aa%e0%a5%8d%e0%a4%9f-%e0%a4%b0%e0%a4%be%e0%a4%87/
MC036,2166.0201,Animator,/career/animator/
MC036,2166.0201,एनिमेटर (Animator),/hi/career/%e0%a4%8f%e0%a4%a8%e0%a4%bf%e0%a4%ae%e0%a5%87%e0%a4%9f%e0%a4%b0-animator/
MC037,NA,Proofreader,/career/proofreader/
MC037,NA,प्रूफ़-रीडर (Proofreader),/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%82%e0%a4%ab%e0%a4%bc-%e0%a4%b0%e0%a5%80%e0%a4%a1%e0%a4%b0-proofreader/
MC038,2166.0211,विजुअल इफेक्ट्स (वी.एफ.एक्स.) संपादक (VFX Editor),/hi/career/%e0%a4%b5%e0%a4%bf%e0%a4%9c%e0%a5%81%e0%a4%85%e0%a4%b2-%e0%a4%87%e0%a4%ab%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%9f%e0%a5%8d%e0%a4%b8-%e0%a4%b5%e0%a5%80-%e0%a4%8f%e0%a4%ab-%e0%a4%8f%e0%a4%95%e0%a5%8d/
MG001,2424.03,Human Resource Manager,/career/human-resource-manager/
MG001,2424.01,मानव संसाधन प्रबंधक,/hi/career/%e0%a4%ae%e0%a4%be%e0%a4%a8%e0%a4%b5-%e0%a4%b8%e0%a4%82%e0%a4%b8%e0%a4%be%e0%a4%a7%e0%a4%a8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95/
MG002,NA,Sales and Marketing Manager,/career/sales-and-marketing-manager/
MG002,NA,बिक्री और विपणन प्रबंधक (सेल्स एवं मार्केटिेग मैनेजर) Sales and Marketing Manager,/hi/career/%e0%a4%ac%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a5%80-%e0%a4%94%e0%a4%b0-%e0%a4%b5%e0%a4%bf%e0%a4%aa%e0%a4%a3%e0%a4%a8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%b8/
MG003,NA,Finance Manager,/career/finance-manager/
MG003,NA,वित्त प्रबंधक (फाइनेन्स मैनेजर) Finance Manager,/hi/career/%e0%a4%b5%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%a4-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%ab%e0%a4%be%e0%a4%87%e0%a4%a8%e0%a5%87%e0%a4%a8%e0%a5%8d%e0%a4%b8-%e0%a4%ae/
MG004,NA,Operations Manager,/career/operations-manager/
MG004,NA,संचालन प्रबंधक (ऑपरेशन्स मैनेजर) Operations Manager,/hi/career/%e0%a4%b8%e0%a4%82%e0%a4%9a%e0%a4%be%e0%a4%b2%e0%a4%a8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%91%e0%a4%aa%e0%a4%b0%e0%a5%87%e0%a4%b6%e0%a4%a8%e0%a5%8d%e0%a4%b8/
MG005,NA,Healthcare Manager,/career/healthcare-manager/
MG005,NA,स्वास्थ्यसेवा प्रबंधक (हेल्थकेयर मैनेजर) Healthcare Manager,/hi/career/%e0%a4%b8%e0%a5%8d%e0%a4%b5%e0%a4%be%e0%a4%b8%e0%a5%8d%e0%a4%a5%e0%a5%8d%e0%a4%af%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%b9/
MG006,1420.02,Retail Manager,/career/retail-manager/
MG006,1420.02,खुदरा प्रबंधक (रिटेल मैनेजर) Retail Manager,/hi/career/%e0%a4%96%e0%a5%81%e0%a4%a6%e0%a4%b0%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%b0%e0%a4%bf%e0%a4%9f%e0%a5%87%e0%a4%b2-%e0%a4%ae%e0%a5%88%e0%a4%a8%e0%a5%87/
MG007,NA,International Business Manager,/career/international-business-manager/
MG007,NA,अंतर्राष्ट्रीय व्यापार प्रबंधक (इण्टरनेशनल बिज़निस मैनेजर) International Business Manager,/hi/career/%e0%a4%85%e0%a4%82%e0%a4%a4%e0%a4%b0%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%b7%e0%a5%8d%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a5%80%e0%a4%af-%e0%a4%b5%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%aa%e0%a4%be%e0%a4%b0-%e0%a4%aa/
MG008,2432.02,Public Relations Manager,/career/public-relations-manager/
MG008,2432.02,जन संपर्क प्रबंधक (पी.आर. प्रबंधक) Public Relations Manager,/hi/career/%e0%a4%9c%e0%a4%a8-%e0%a4%b8%e0%a4%82%e0%a4%aa%e0%a4%b0%e0%a5%8d%e0%a4%95-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-%e0%a4%aa%e0%a5%80-%e0%a4%86%e0%a4%b0-%e0%a4%aa%e0%a5%8d/
SC001,NA,Seed Technologist,/career/seed-technologist/
SC001,NA,बीज टेक्नोलॉजिस्ट,/hi/career/%e0%a4%ac%e0%a5%80%e0%a4%9c-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
SC002,2120.0300',Statistician,/career/statistician/
SC002,2120.03,सांख्यिकीविद,/hi/career/%e0%a4%b8%e0%a4%be%e0%a4%82%e0%a4%96%e0%a5%8d%e0%a4%af%e0%a4%bf%e0%a4%95%e0%a5%80%e0%a4%b5%e0%a4%bf%e0%a4%a6/
SC022,2212.16,Toxicologist,/career/toxicologist/
SC003,2132.0100',Agronomist,/career/agronomist/
SC003,2132.01,कृषि विज्ञानी,/hi/career/%e0%a4%95%e0%a5%83%e0%a4%b7%e0%a4%bf-%e0%a4%b5%e0%a4%bf%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a8%e0%a5%80/
SC004,2120.0100',Mathematician,/career/mathematician/
SC004,2120.01,गणितज्ञ,/hi/career/%e0%a4%97%e0%a4%a3%e0%a4%bf%e0%a4%a4%e0%a4%9c%e0%a5%8d%e0%a4%9e/
SC005,2111.0100',Physicist,/career/physicist/
SC005,2111.01,भौतिक विज्ञानी,/hi/career/%e0%a4%ad%e0%a5%8c%e0%a4%a4%e0%a4%bf%e0%a4%95-%e0%a4%b5%e0%a4%bf%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a8%e0%a5%80/
SC006,2111.0900',Astrophysicist,/career/astrophysicist/
SC006,2111.09,खगोल,/hi/career/%e0%a4%96%e0%a4%97%e0%a5%8b%e0%a4%b2/
